text,language,x,y
Say it like it is!,English,0.7507273,-0.88861746
"I mean, let's call it what it was.",English,0.32312942,-0.99080884
"Oh let's see, because I call a cat a cat?",English,3.544725,-7.7054625
Why don't you try calling things by their name for once?,English,-1.5720209,-2.889811
"Why don't you just call it what it is, okay?",English,-1.5466096,-2.9637744
"It's what a pamphlet is supposed to be, straightforward, no beating about the bush.",English,-2.0794437,-2.797841
-A fact is a fact.,English,1.7219775,0.45132026
"""Call a spade a spade,"" and all that ordeal.",English,12.807683,2.1739242
- If the shoe fits...,English,0.43369722,-0.06985506
"The house behindmejust explodedinto flames and, to put it bluntly, all hell is breaking loose.",English,2.6718428,-2.6595638
I just used a crude word... A spade's a spade.,English,12.81294,2.1767519
"Let me just put the shit on out there, OK?",English,-2.8489342,-2.408237
It's like calling a spade a spade.,English,12.811679,2.1762028
Vanessa turned up at an awkward moment.,English,-3.376407,-0.9114939
It's rather remiss of me to intrude on you like this... but I really felt I should break the news to you personally.,English,-0.6194255,0.63913435
"It's just a bolt out of the fucking blue, that's all.",English,0.3439486,-1.8721981
I've got a lot on my plate and um...,English,1.2472496,2.5472434
"Got your plate full there, Harold.",English,0.4143568,0.24031661
Lotta irons in the fire.,English,4.1456,-3.7033448
You have a job to do.,English,1.1372137,0.38947555
"Got a pretty full plate right now, huh?",English,1.170449,2.5435765
"- I guess you have your work cut out for you, don't you, Alex?",English,0.44665354,0.31404686
- Constance... - At least somebody else sees I've got my work cut out for me.,English,0.056789994,1.6030483
"From the moment Simon Lamb walked into the station, I knew we had our work cut out.",English,1.0079739,-1.2079377
"Then I hope you've got a lot of time to do some thinking in the next few days, because you got some work to do.",English,1.23876,0.71228814
I'm sure they were dealing with a lot.,English,1.43333,-1.4843252
"I've got work to do here, and you are getting in my way.",English,0.86277795,1.0271069
"Now, like I said, I got a lot of work to do.",English,0.68561405,1.0840116
"All right, come on, I really got work to do now.",English,0.82433546,0.98243225
There's a lot of work needs doing.,English,1.3212454,0.37658405
You've got a lot on your plate.,English,1.4103106,2.429322
I was worried we'd suddenly have work on our hands.,English,1.0425546,-0.8275797
I've got a lot on my plate just now... and I'm feeling less than my full fucking self.,English,-1.7982849,1.7179121
"Well, Jackie, you got a job cut out for you.",English,0.40771937,0.3008105
"Well, uh, you sound like you got a lot on your plate, so...",English,1.4768596,2.4482334
Got work to do.,English,0.9697024,0.78925717
"I certainly have my work cut out for me, don't I?",English,-4.0099043e-05,1.5851043
"El Paso, you got your work cut out for you, baby.",English,0.65211946,0.23401858
"Look, I know you have a lot on your plate, but my parents can't stand you, and my cousin is...",English,-1.6345572,-1.1927885
But first you got this in front of you.,English,-0.3307137,-0.14181611
"Now get going, brother. You have a lot of work to do.",English,1.2252015,0.5755886
"I know I've got my work cut out for me, but with your help, I know one thing. Now.",English,0.09569173,1.5494753
You got your hands full over there.,English,0.31324983,-0.16464601
"Hey, sorry, Kenny. Guess you got your work cut out for you.",English,0.4181109,0.2602365
There's still so much to do.,English,1.416286,0.3038201
We know you got a steaming pile on your plate.,English,1.4349862,2.3780315
"Well, you have your work cut out for you, Peter.",English,0.4233921,0.4385679
"Come on, you've got work to do!",English,1.0916041,0.5716477
"For whoever takes his place, those are gigantic shoes to fill.",English,0.4303498,-0.105196916
But I'm serious. You're not quite there yet but maybe I've been dismissing you too easily over the years.,English,-1.0697031,0.49586987
"Okay, well, it looks like you have your work cut out for you, so good luck.",English,0.5827487,0.37341717
You've got a lotta work ahead of you.,English,1.2955577,0.49727842
I think I have a little work to do.,English,0.13532515,1.6122361
"You, on the other hand, have a rotten job to do.",English,-0.74373245,-0.520377
Some comfort this is!,English,0.7419429,-0.50593925
You got hands like bricks!,English,1.1401924,-5.831789
"I would do it myself, but I am all thumbs. Yeah, I'm sorry about that.",English,-1.7186325,0.92209846
"Yes, and I I have 2 left hands.",English,1.2241107,-6.075151
I think I have two left hands.,English,1.2206235,-6.0698133
"Oh, Sally, you are fingers and thumbs tonight.",English,0.7779608,1.1045527
Mechanically retarded would be closer to the truth.,English,1.2455614,-1.0287007
Sanil couldn't close a door with two hands and an arm.,English,-1.5617095,-2.475849
You can barely hold one thing in each hand.,English,-0.16505243,-0.03644967
You're a spiller.,English,-0.44137102,-0.3736926
I seem to be all butterfingers today.,English,-0.10601918,2.3994644
- How about tonight? I can't. I'm busy.,English,0.010755454,2.6409922
"Poor excuse for a man, even a waiter, as far as I'm concerned.",English,-1.5236368,1.1611654
Sometimes I'm just all thumbs.,English,-0.89833605,1.9631083
Have you got two left hands?,English,1.2176658,-6.064521
"The dear boy is all thumbs, just like his poor father.",English,-1.6481689,-1.4130037
He's got no hands.,English,-1.5272133,-2.835591
I kind of have two left hands.,English,1.220552,-6.068693
"Before we start, are you all ready to jam?",English,1.3680482,-0.54098576
I'll go bananas.,English,8.252391,0.8995208
The isotope centrifuge went bananas.,English,8.2391,0.8943709
Jakey'll go bananas.,English,8.249543,0.8981272
"I've still got it, pal.",English,-0.1489994,2.1430974
"If you want ice cream, go nuts.",English,1.398342,2.6501966
I can't help but smile when I'm around her.,English,-3.429437,-0.45655704
I got the banana.,English,8.251738,0.89979273
Banana cream's the first to go.,English,8.252465,0.89951175
"A year from now, you're going to adopt a kid and you're going to have a big fat smile on your face.",English,-1.9933305,-1.001749
"Yeah, they'll go bananas for that one.",English,8.251762,0.89926594
People have to be happy that you've arrived.,English,1.7323225,-1.0257249
"""I've got the blues for you.",English,0.07603821,1.1620389
I was lonely. I wanted to say something in my own language.,English,-1.209951,1.7471658
After Finney and I split up I was pretty blue,English,-1.3450179,1.9396663
"The weather's terrible, the guests are miserable and more and more people are leaving Risa every day.",English,-0.22390285,-1.612418
- We miss you!,English,1.3268149,0.20633538
Are you unhappy?,English,-0.17698504,0.34288326
I'm depressed.,English,-1.7720637,2.1242902
This place gives me the creeps on Sunday.,English,-1.5769856,1.7846589
"I was alone, I felt down",English,-1.2831577,1.8391111
I've been feeling kind of blue lately.,English,-1.7965353,2.534939
If I ever feel lonely I'll look at this disfiguring scar and think of you.,English,6.3280845,1.5754648
"Come on, Hol. I'm broken up.",English,-1.5986774,1.770781
I got somethin' that'll cheer you up.,English,0.019956117,1.9508221
"""Well, you may feel low and you might not be able to create a play right now...",English,-0.55727416,-0.5423021
"I was doing great, then out of the blue, it snuck up on me.",English,-1.1828699,2.0191762
- You look glum.,English,-0.3636151,-0.24380662
Streets Are Uneven,English,1.2604895,-1.5996453
I got to this point because I had the blues.,English,0.1383512,1.247241
- We call it the blues.,English,0.11149699,1.184367
"When I get bummed out, I take my shirt off because the bad feelings make me feel sweaty.",English,-1.5624118,1.9073738
"Funny, here I was down in the dumps, disgusted with everything. - And then you came along and...",English,-0.65885276,0.33968544
"- I've got the blues, Jen.",English,0.06415902,1.2288954
♪ You'll feel blue ♪,English,-1.8340924,2.5978937
"There are days when guys have the blues, then they talk.",English,0.13911393,1.1392753
"After I married, I felt a little unhappy.",English,-2.0072744,-0.24513973
We all got the miseries in here. All of us.,English,0.8408218,-1.0378067
"""I'm here feeling blue""",English,-1.8299987,2.6224108
Really?,English,0.63073725,0.62344074
I play this piece when I'm sad. I pretend I'm a ballerina.,English,-1.7289993,1.6963749
"I also packed your paintings of our best time together, just in case you get lonely.",English,-0.43707657,0.95882404
"Today, everybody has the blues.",English,0.16011032,1.1925192
♪ You'll feel blue ♪,English,-1.8510774,2.629162
So what makes this place a good place to go when you're feeling down?,English,-0.12652771,0.2956727
I feel so bad.,English,-1.9069091,1.9355716
When you're feeling in the dumps,English,-0.22374895,-0.3324129
Englishmen tell it when they're feeling down in the mouth.,English,-0.90108407,-4.327278
Are you homesick?,English,-0.039761066,0.37847286
I'm so bored.,English,-1.9477814,1.5952158
You know who has the right to be melancholy? We Italians!,English,1.333056,-2.2236707
I'm homesick.,English,-0.17725375,0.5989127
I've got the you-don't-want-to-stay-with-me blues,English,-0.06327928,1.0831991
"I came because I was in a bad mood, get it?",English,-1.4154656,1.9407597
"Am I blue, Am I blue",English,-1.8235241,2.6438985
"Be a good girl, Ann, no matter how lonesome.",English,-2.8559146,-0.5532936
I've had the blues...,English,0.1136627,1.183776
Think I should pull off a fine smile and forget my pain?,English,-0.91831833,1.2639767
His language has changed.,English,-0.35150197,-2.6736972
"- ""Even the parrot's got the blues...""",English,0.49969172,-0.83372384
- Your mom told me you were upset.,English,-2.341733,-1.0917617
"I swear, it is impossible to feel bad about anything when I'm around him.",English,-2.8567712,-2.856293
Greg has been coming by my place and I just... I've been feeling so miserable at home.,English,-0.5733769,1.2581776
"And I want you to know, that ifyou ever need anything, you're feeling bad in any way or you just need to talk, then I'm there for you.",English,1.5378442,0.8947281
"I understand you're feeling a little homesick, but it's 3:00 in the morning.",English,0.4022395,2.6019309
"I was in the dumps, and then Uncle Charlie came and everything changed.",English,-1.2064902,1.8759096
You start taking pills because you're unhappy,English,-1.8109978,2.2125473
"-Yeah, yeah.",English,2.0084155,0.14642733
"That day, I had the blues.",English,0.11568916,1.2701063
"You know, Mitch, all of a sudden, I'm very depressed.",English,-1.806731,2.0661519
Sometimes I get these itches.,English,-1.2872294,2.2228386
I haven't been lonely.,English,-2.4678006,-2.3066294
Down in the dumps.,English,1.0104789,-1.3662423
Bésame.,English,0.96735674,-0.36997995
Lt'll make you feel badly.,English,-0.45959833,-0.43951944
I've been in kind of a funk.,English,-1.61356,2.189261
"And since he died, I've been feeling down.",English,-0.73172605,-1.8754991
I've got the you-don't-want-to-play-with-me blues,English,-0.15265898,0.7067702
"When my uncle goes to sea, it's because he has the blues.",English,0.34714803,-2.2128563
When I'm broke I don't eat. Then I get tired and depressed.,English,-1.7763689,2.0360308
You're just suffering from a case of the divorcée blues.,English,-1.8039751,-0.46270388
"You know, you shouldn't feel so bad, no matter what happened.",English,-2.0021772,-2.882187
"-Yes, I was feeling blue.",English,-1.8160028,2.5176158
Guess it doesn't know the words.,English,-1.3131015,-1.37368
"If it gets too lonely, there's a cantina down the street called Pablo's.",English,1.1349843,-1.119618
I feel so sad today!,English,-1.7762021,2.2588248
I kind of pig out when I get depressed.,English,-1.7480186,2.1129873
"I dunno, I got sad, so I left.",English,-1.281929,1.9217983
"""I can hardly get out of bed.",English,-0.41620964,2.9048395
My God! How could you be homesick?,English,-0.20604457,0.30104867
I just saw that you were brooding.,English,-0.6229223,-0.08722937
Why getting in the dumps?,English,-0.43853614,0.08816133
When I've got the money.,English,2.8055634,1.9044493
Anita doesn't want to.,English,-3.2872896,-0.9901377
But I make it a point to get busy as soon as I feel the blues comin' on.,English,0.046751242,1.3305246
You know why we have Monday Blues?,English,0.40700948,2.7347283
I'd get upset sometimes over my mum and dad and he'd do his best to cheer me up.,English,-1.6595961,-1.1687205
It's about a very lonely girl who's sick and tired of war and being left alone.,English,-3.3053312,-0.95363903
"Every time I think about the day we met, I just get goosebumps all over again.",English,-1.8182613,2.4450455
"- This is really creepy, Andie.",English,0.09771213,-1.1105353
I have goosepimples.,English,-2.4387429,5.0713477
"Ever since I met you, I've had a chill running up my spine.",English,-1.6993945,2.367055
Every time I walk by here I get the creeps.,English,-1.5084813,1.4477389
I used to get goose bumps every time I looked at that flag.,English,-2.4570332,5.115321
I have goose bumps.,English,-2.450784,5.1031475
I just got the chills again.,English,-0.38323838,2.1303144
You make my skin crawl.,English,-1.0713392,1.7371945
Some sights I saw were so spooky they gave me goose-pimples.,English,-1.9036388,3.7184775
"Deano, I'm getting the chills just hearing you talk about it.",English,-0.18654233,-0.16073363
My skin crawls being in the same room with him.,English,-1.3808059,-0.13701165
"I've got goosebumps, I'm not even a hockey fan!",English,-1.9847318,1.7571155
You're shaking.,English,-0.3227012,-0.37159827
The hair on the back of my neck's standing up.,English,-1.1100824,2.2696202
"If by ""uncomfortable,"" you mean it made my skin crawl, then yes.",English,-1.174533,1.9812117
He's giving me the creeps.,English,-0.59173363,-1.8633157
"Look, I've got goose bumps.",English,-2.4528472,5.105973
- You've got goosebumps.,English,-0.37711814,-0.30954584
"Oh, Paul! I get goose bumps every time I think about it!",English,-1.2799596,2.2442412
Do whatever you like to make sure they'll have goose bumps when they see it.,English,-2.1516018,4.1664495
It's not my imagination... I've got goose bumps.,English,-2.3080616,4.7102094
Why do I keep getting these bruises?,English,-1.2675072,2.0344193
She had goose pimples because she was cold.,English,5.8219557,-1.0598016
"Every time I see you, I get goose pimples.""",English,-2.2795384,4.7389584
"I suddenly felt all chilled and goosebumpy, too.",English,-1.6424332,2.3505585
"Oh, I have goose bumps.",English,-2.472446,5.1289396
I can make the hair on my arms stand up any time I want.,English,0.1622041,1.5361376
"Ahjussi, I got goosebumps.",English,-1.8179885,2.3351474
Still can't listen to the eagles without getting the chills.,English,5.7889104,-1.0392151
Give him a little time. Let him enjoy his goose pimples.,English,0.58494425,-2.41865
"Nitro. - Oh, baby, I got the chills!",English,5.7619777,-1.0433358
I just got chills.,English,5.7400293,-1.0042514
"Look at me, look at me, I've got goose bumps.",English,-2.434387,5.0645146
"Boy, that just gave me goosebumps.",English,-1.8469332,2.3989692
"You got the chills, are you sick?",English,-0.5390015,-0.10533578
- I have chills. - I hear the networks calling you.,English,1.6204369,1.098656
"She pushes me away then, but I know she's getting goose pimples.",English,-3.3524976,-0.3768934
My skin was crawling.,English,-1.2110033,2.0173652
I think I'm getting hives.,English,-1.3623668,2.5260258
"""Our own shipyard comes first."" It gave me goose pimples.",English,0.5214597,-0.8787326
"look, I've got goosebumps.",English,-1.856766,2.426306
"I've gotten real goose bumps now, because I can remember it.",English,-2.4543483,5.1052485
I get creeped out just knowing he's out there somewhere.,English,-0.18449107,-2.240389
You're making all the hairs on my neck stand up.,English,-0.9955946,1.9571604
I got goose bumps.,English,-2.4565873,5.1124253
Or do you have pimples?,English,0.100072004,0.22875598
- I'm getting the creeps.,English,-1.6046678,1.5261741
"If I had any feelings, - I'd have the chills right about now.",English,-1.7039762,2.3022208
Is anyone else getting the creeps here?,English,-1.3932023,1.057672
"No, I got the chills from your magnificent performance.",English,-1.4147403,0.67217875
"Frannie said that, 'cause I just got goosebumps.",English,-1.8367094,2.3264024
I got goosebumps.,English,-1.8467268,2.4653308
"Just for a second, I was feeling all the hairs on the back of my neck.",English,-1.1389904,2.2696059
You're making my flesh creep.,English,-0.9075758,0.59231794
Look. I'm getting goose bumps just thinking about it.,English,-1.9809821,3.7750757
I think the way you describe it is as if someone had just walked over my grave.,English,-1.1234621,1.764921
"Now, if I was a girl, I'd get goose bumps with what you just brought.",English,-0.7242871,0.9497823
I get goose bumps when listening to you.,English,-0.84040064,0.3039869
"Ok, I just got goose bumps",English,-2.4585097,5.114633
"The hair stood up on my arms, and my mouth grew dry with disgust.",English,-1.5564722,2.2441144
He gave me goosebumps.,English,-1.8725808,2.3581388
You've got goosebumps.,English,-0.3812128,-0.3116144
He hypnotised me and made me cluck like a chicken.,English,-1.734926,-0.036668424
I feel like dying each time you say it.,English,-1.7957672,2.1750984
"I have goose bumps, people.",English,-2.4544208,5.1092234
"Oh, someone just walked over my grave. Please.",English,-0.8985971,1.750994
"Yeah, anybody else getting the creeps?",English,-1.4476556,0.8720077
I got goose bumps from it.,English,-2.4515533,5.0985394
It gave them goose bumps.,English,-2.4576533,5.112823
- I have goose bumps.,English,-2.461277,5.118253
I got goose bumps. And it continues down my spine.,English,-2.4391096,5.074994
But it's so creepy.,English,0.053351596,-1.1233935
I hope that will not create any trouble.,English,-2.005146,-2.4050114
"But please believe this one thing. That thrill I felt when I saw you, that was the honest truth.",English,-0.7783313,0.69208646
"When the ""Navigator"" leaves, it will send shivers down my spine.",English,-1.4559884,2.354191
"Boy, I can't wait to go on vacation and have tons of sex.",English,-0.50299686,2.8609083
"This is cool, I have goose bumps.",English,-2.4584665,5.1156526
I had goose bumps.,English,-2.4593015,5.115831
"Look, the models have goose bumps.",English,-2.4590101,5.115034
"I've got goose bumps, frankly.",English,-2.4274626,5.070041
Creepy.,English,0.04454111,-1.0957916
Addie has goose bumps.,English,-2.4709396,5.1233706
You ever feel the prickly things on the back of your neck?,English,-0.42615065,0.15396683
Goose bumps!,English,-2.4748828,5.1326385
Like ripples under my skin.,English,-1.4700899,2.250301
-You've got goose bumps.,English,-2.4583986,5.115819
I' m concerned about goose bumps.,English,-2.4619858,5.11898
She looks so much like her that it gives me goosebumps.,English,-3.6611001,-0.50288934
Got creepy?,English,0.10276112,-1.0197645
And I've got goose bumps!,English,-2.4567196,5.113784
I just saw it and got goose bumps.,English,-2.4400256,5.0656295
I actually got goose bumps that time.,English,-2.4600303,5.118394
Goosies on my arms! Look at my arm hair!,English,-0.8981748,2.261911
She gets goose bumps.,English,-2.5603516,5.051016
So sick.,English,-2.421889,1.0774632
"- Gives me the creeps, to be honest. - Yeah.",English,-1.6269675,1.268847
"Look, I got freakin' goose bumps.",English,-2.4535587,5.11019
"Something gives me goose pimples, but I don't know what it is.",English,-2.267308,4.690023
"Look, look, goosebumps!",English,-1.8642486,2.4499764
Oh my God I got goose bumps.,English,-2.453711,5.1138697
"I mean Woody's got a heart of gold but, let's be honest, everything he touches turns to shit.",English,0.102903895,-2.670289
Wore his heart on his sleeve.,English,0.4196737,-3.856891
She's got a big heart.,English,0.39072344,-3.913076
I'm a generous and easy-going guy,English,0.9385095,1.7228411
Because... the man with the face of a mountain goat... had the heart of an Abraham Lincoln.,English,0.17493986,-3.2022328
"He's a nice fellow, Paul. He just worries too much. Don't you think?",English,0.121139936,-2.5564458
And she just gives and gives.,English,-3.0058866,-0.47851607
"I wear my heart on my sleeve, see?",English,0.43908104,-3.9647574
"I mean, his heart was in the right place, you know?",English,0.14959463,-2.9797714
"Here's to Jeremiah, whose heart's in the right place.",English,0.22481094,-2.972002
I've got your heart on my sleeve!,English,0.43587422,-3.94184
"Miss Rachel, I understand that you're the mother of the community, always an open hand, and an open heart.",English,0.1934343,0.12200775
"His wife's a fine, great-hearted woman.",English,-2.2889624,-0.80385995
You wear all your feelings on your sleeve.,English,0.44671932,-3.9339476
"Here, everyone is open and generous.",English,1.8276949,-1.1472117
What's with wearing your heart on your sleeve today?,English,0.44966486,-3.9530256
They're always ready to give.,English,1.5819689,-1.0901566
"Suraj, Prashant.. all of them are very large-hearted.",English,1.4335674,-1.3060768
He has a good heart.,English,0.5319707,-3.6795447
"And you, you wear your heart on your sleeve.",English,0.44961447,-3.9147851
He is smug. Because he has a heart too big for his chest. Liar!,English,-0.0037685314,-2.8221154
That's because my heart's in the right place.,English,0.42776668,-3.9324484
