idiom_id,text,type,variation,cosine_distance_to_eng,x,y
44,just cut to the chase,english_ref,english,,4.9777856,4.9388866
45,let's get on to the important stuff - the raffle,english_ref,english,,-13.185189,12.445538
46,miss walker i know you're busy so let's-- let's get uh right to the nitty-gritty,english_ref,english,,0.88001,7.9995904
47,may i as you say in america cut right to the chase professor,english_ref,english,,8.664659,18.719576
48,okay you already know me and i already know you so why don't we not play any games and you can start by telling me why you're here,english_ref,english,,8.076667,-10.7711935
49,i'll be at your side despite your insults a revolutionary aims straight to the goal at all costs,english_ref,english,,-8.107204,13.372506
50,- straight to the point,english_ref,english,,25.007717,-21.31993
51,honey sometimes it's not the most perfect timing to get straight to the point,english_ref,english,,5.98965,11.783769
52,but why don't we just cut to the chase then and see if this doesn't have connie's dna on it,english_ref,english,,-7.2010946,-2.648683
53,i'm gonna get right to the point jack,english_ref,english,,3.1070344,1.4688607
54,- hey let me cut to the chase,english_ref,english,,5.0268674,4.9087114
55,makes it easy to get to the point,english_ref,english,,9.575115,-1.7813075
56,skip the small talk ask the questions that really matter to you and your match may be here,english_ref,english,,0.18324588,-11.508088
57,all right let's get to it when and where,english_ref,english,,24.396101,-20.306503
58,all bullshit aside sister i want god to pick me,english_ref,english,,6.1355224,17.840628
59,toby if you have something to say please say it,english_ref,english,,3.7539985,-4.6639967
60,well i'll get right to it,english_ref,english,,2.0324204,2.808746
61,e let's just cut to the chase,english_ref,english,,4.9966955,4.8846583
62,let's cut to the chase so we can all get out of here and go home okay,english_ref,english,,4.97257,4.893322
63,but if you need something you should let me know,english_ref,english,,3.921011,-3.884874
64,um i guess i should just uh jump right into this,english_ref,english,,1.006703,1.1216558
65,let me get this straight,english_ref,english,,2.9544137,3.1154351
66,let's cut the bullshit then is this because she's black,english_ref,english,,10.954349,4.7470746
67,she knows what she wants and she asks for it,english_ref,english,,-17.356342,-4.3291698
68,- tessa let me just cut to the chase,english_ref,english,,5.0276365,4.940015
69,well you walked right into that one,english_ref,english,,11.50504,10.168819
70,well let's hash it out,english_ref,english,,24.377497,-20.41639
71,how about we get to the point of this exercise,english_ref,english,,24.541765,-20.599451
72,larry i want to get right to the point,english_ref,english,,1.4780937,2.1512213
73,let me cut to the chase,english_ref,english,,5.0554624,4.9659715
74,since you know everything let's get to the bottom line,english_ref,english,,17.054272,5.021125
75,you're a very busy man clearly so we'll get right to the point,english_ref,english,,8.783785,-1.2844417
76,you go right at a thing,english_ref,english,,6.635902,-2.2088811
77,uh getting right to the point we have an eye on one of your students,english_ref,english,,5.527678,6.160032
78,just call someone a hippie and get to the point,english_ref,english,,-4.0016923,18.720352
79,and judging by your looks i'm just gonna get right to it,english_ref,english,,0.7583031,6.6807394
80,i thought you brought me here because we were gonna cut through the bullshit,english_ref,english,,8.230518,0.55550784
81,i know your time's precious so i'll get to the point,english_ref,english,,2.1052628,7.7108626
82,i can't believe this you go right for the jugular don't you,english_ref,english,,12.494383,12.178227
83,you get right to it don't you,english_ref,english,,6.580339,-2.071793
84,- you read a lot of his stuff,english_ref,english,,8.521102,-1.1747063
85,all right mom let's just cut to the chase and then maybe we can salvage rebecca's birthday party please,english_ref,english,,18.704838,14.514116
86,amber i'm just going to go ahead and cut to chase here,english_ref,english,,5.014334,4.927197
87,may i suggest that we dispense with the amenities and go directly to your patio,english_ref,english,,-6.020306,16.631895
88,obviously we have a lot to discuss so i think we should just jump in,english_ref,english,,-0.038651574,-1.8063214
89,get to the point spock if there is one,english_ref,english,,4.6581945,0.40904745
90,-yeah -let's broach the elephant in the room -right,english_ref,english,,24.42748,-20.362698
91,i thought you were getting to the point,english_ref,english,,7.8796306,-1.2142086
92,norma maybe just cut to the point,english_ref,english,,4.744573,4.7889223
93,i didn't wanna bullshit him,english_ref,english,,7.582876,4.2881145
94,so what say we get to it,english_ref,english,,24.744188,-20.25414
95,just get them together and give it to them straight,english_ref,english,,9.683249,5.9591746
96,let that be talk about cash money,english_ref,english,,-1.9562547,-5.01365
97,you jump right in don't you,english_ref,english,,6.3221526,-2.1886332
98,- all of our music is really so symbolic rather than direct to the point you know,english_ref,english,,6.028165,11.831727
99,no i want to get right to the point and get the hell out of here,english_ref,english,,15.110508,11.180155
100,'cause you know i'm here to take that call,english_ref,english,,2.0975418,7.6217003
0,et maintenant une jeune femme qui va droit au but ma sœur roberta tubbs,french_variation,original,0.7977393865585327,-9.820487,18.58891
1,rebecca je je vais aller droit au but,french_variation,original,0.5913704633712769,-1.1028593,1.1631372
2,allons droit au but veux-tu,french_variation,original,0.6722493171691895,-17.872593,8.662468
3,allons droit au but,french_variation,original,0.7806772589683533,24.904951,-21.218513
4,ça ne vous dérange pas si on va droit au but,french_variation,original,0.7514176368713379,1.9676435,-2.953763
5,de fait messieurs je vais aller droit au but,french_variation,original,0.7013559341430664,0.8341607,2.7525258
6,je vais aller droit au but,french_variation,original,0.7487354874610901,0.7192242,1.5043812
7,c'est une question qui va droit au but,french_variation,original,0.7067870497703552,12.359077,17.489395
8,c'est pourquoi messieurs je vais aller droit au but,french_variation,original,0.8012852668762207,0.6878897,2.9062915
9,concentre-toi et va droit au but,french_variation,original,0.7159596085548401,7.397055,5.8047423
10,vous me connaissez alors je vais aller droit au but,french_variation,original,0.7031853795051575,1.2761364,6.233545
11,vouiez-vous aller droit au but,french_variation,original,0.6770793199539185,7.083044,-2.8129587
12,nous allons aller droit au but,french_variation,original,0.7163364291191101,25.283588,-20.670938
13,est-ce qu'on peut aller droit au but,french_variation,original,0.5956383943557739,7.970097,-3.642635
14,je vais aller droit au but tu es seul pour la soirée de noël non,french_variation,original,0.610292375087738,-7.167354,6.8053308
15,très bien allons droit au but,french_variation,original,0.726876974105835,20.563196,-8.432308
16,de cette manière ils iront droit au but en un seul coup,french_variation,original,0.8226761817932129,-9.093556,2.0384486
17,eh bien c'est brutal mais ça va droit au but,french_variation,original,0.6933609843254089,-1.7473978,7.1932006
18,bon allons droit au but alorscyrus je te présente sanders black,french_variation,original,0.8171241283416748,21.41806,12.156698
19,ne me sors pas une longue explication et va droit au but,french_variation,original,0.8683100938796997,7.612638,4.4166217
20,eh bien allons droit au but ça signifie que l'entreprise savait que l'amiante provoquait le cancer,french_variation,original,0.7760271430015564,16.332434,-5.8430214
21,allez droit au but,french_variation,original,0.6556368470191956,6.6153517,-2.3127162
22,alors je vais résumer ça et aller droit au but,french_variation,original,0.7278450131416321,2.263063,3.2280204
23,si on allait droit au but,french_variation,original,0.46425461769104004,3.8541632,-1.7052232
24,allons droit au but agent burke,french_variation,original,0.8042895197868347,-0.115484215,-17.561586
25,tu vas droit au but papa,french_variation,original,0.6337249279022217,5.742899,-1.241739
26,je pensais juste qu'on pourrait aller droit au but,french_variation,original,0.8261181116104126,8.483115,0.8122281
27,je sais que vous êtes occupée aussi je vais aller droit au but,french_variation,original,0.7817826271057129,1.528913,8.474103
28,trêve de plaisanteries allons droit au but,french_variation,original,0.7664449214935303,1.6858611,15.363202
29,tu es bien ma fille tu vas droit au but,french_variation,original,0.7470000386238098,10.069848,9.838056
30,alors si t'allais droit au but,french_variation,original,0.8768107891082764,4.5385222,-2.4586298
31,il y a aucune intrigue de nos jours ça va droit au but,french_variation,original,0.7473753690719604,-8.825594,-4.6252103
32,louise m'attend pour dîner allons droit au but,french_variation,original,0.8479945659637451,-0.41233012,22.593744
33,j'adorerais me battre avec toi mais je préfère aller droit au but,french_variation,original,0.6334311366081238,10.47395,19.311195
34,vous semblez aller droit au but,french_variation,original,0.79273521900177,7.657564,-1.6207824
35,votre usine est remarquable mais puis-je aller droit au but,french_variation,original,0.7664185762405396,7.761491,14.301464
36,bon allons droit au but,french_variation,original,0.8512297868728638,24.604584,-21.082455
37,je vais aller droit au but milo,french_variation,original,0.7982074022293091,0.66533613,0.57188964
38,bon allons droit au but d'accord,french_variation,original,0.7922723889350891,22.400763,-7.514999
39,enfin bref allons droit au but,french_variation,original,0.7848602533340454,24.123877,-19.553753
40,il va droit au but,french_variation,original,0.7182068824768066,9.657357,-1.7910066
41,- on peut aller droit au but,french_variation,original,0.7003296613693237,8.469263,-3.5040064
42,allons droit au but où est la drogue,french_variation,original,0.7315456867218018,-4.12557,-5.382455
43,les gens commencent à s'interroger alors va droit au but d'accord,french_variation,original,0.7364431619644165,1.9209996,-7.183314
44,- allons droit au but,french_variation,original,0.6234310269355774,24.944597,-21.27704
45,maintenant allons droit au but - le tirage au sort,french_variation,original,0.8334038853645325,-13.187437,12.444241
46,vous êtes très occupée alors allons droit au but,french_variation,original,0.7935515642166138,0.8985076,7.977722
47,puis-je comme on dit chez vous aller droit au but professeur,french_variation,original,0.7854080200195312,8.682405,18.738407
48,nous nous connaissons alors allons droit au but et dites pourquoi vous êtes ici,french_variation,original,0.7031072974205017,8.040704,-10.750916
49,je serai à vos côtés malgré vos insultes parce qu'un révolutionnaire va droit au but coûte que coûte,french_variation,original,0.9269350171089172,-8.110038,13.371697
50,- tu vas droit au but,french_variation,original,0.7630220055580139,6.651749,-1.9196528
51,chéri il vaut parfois mieux éviter d'aller droit au but,french_variation,original,0.7448168992996216,5.9435697,11.741049
52,mais allons droit au but et voyons s'il n'y a pas de l'adn de connie dessus,french_variation,original,0.8165515661239624,-7.2141113,-2.6349409
53,je vais aller droit au but jack,french_variation,original,0.8585590720176697,3.1285906,1.4797881
54,- je vais aller droit au but,french_variation,original,0.7076878547668457,0.73258865,1.5643811
55,j'irais droit au but,french_variation,original,0.6217784881591797,2.1770859,-0.64482933
56,laissez tomber les formalités allez droit au but votre idéal est peut-être ici,french_variation,original,0.7372162342071533,0.20881154,-11.483216
57,d'accord allons droit au but,french_variation,original,0.7564325928688049,22.05845,-8.029151
58,pour aller droit au but ma soeur je veux que dieu me choisisse,french_variation,original,0.8133190274238586,6.123925,17.82933
59,toby allez droit au but je vous en prie,french_variation,original,0.7945039868354797,3.7424152,-4.7038198
60,bien j'irais droit au but,french_variation,original,0.7971011996269226,2.2094226,-0.5668711
61,e allons droit au but,french_variation,original,0.7414337396621704,24.896986,-21.307917
62,allons droit au but qu'on puisse vite rentrer chez nous,french_variation,original,0.7552213668823242,-2.6370356,4.4577284
63,si tu veux quelque chose va droit au but,french_variation,original,0.654951810836792,4.0008187,-3.6890469
64,je devrais aller droit au but,french_variation,original,0.7639780044555664,0.88574356,1.3223294
65,laisse-moi aller droit au but,french_variation,original,0.7480449676513672,3.47311,3.1583185
66,allons droit au but est-ce parce qu'elle est noire,french_variation,original,0.7407484650611877,10.959533,4.748711
67,elle sait ce qu'elle veut et va droit au but,french_variation,original,0.8305685520172119,-17.336773,-4.35095
68,tessa je vais aller droit au but,french_variation,original,0.7553337216377258,-1.176701,1.6159028
69,eh bien tu es allé droit au but avec celle-la,french_variation,original,0.7959853410720825,11.503522,10.161792
70,bien allons droit au but,french_variation,original,0.6763240098953247,24.499084,-20.979425
71,si vous alliez droit au but entendu,french_variation,original,0.5645808577537537,2.4773896,10.458063
72,larry je vais aller droit au but,french_variation,original,0.8031449913978577,1.4863142,2.080806
73,permettez-moi d'aller droit au but,french_variation,original,0.7414364218711853,3.4644568,3.145326
74,si vous êtes au courant de tout allons droit au but,french_variation,original,0.8283957839012146,17.07943,5.046113
75,vous êtes un homme très occupé clairement alors nous allons droit au but,french_variation,original,0.9462462663650513,8.697431,-1.2081457
76,tu vas droit au but,french_variation,original,0.8175653219223022,6.6898313,-1.9739053
77,pour aller droit au but on s'intéresse à un de vos élèves,french_variation,original,0.8555889129638672,5.5257154,6.158315
78,insulte-les de hippies et va droit au but,french_variation,original,0.8310307264328003,-4.0164423,18.703484
79,et à en juger par vos regards je vais aller droit au but,french_variation,original,0.8415567278862,0.7553883,6.6410365
80,je croyais qu'on irait droit au but,french_variation,original,0.629558265209198,8.228046,0.39301592
81,je sais que votre temps est précieux donc je vais aller droit au but,french_variation,original,0.8846822381019592,2.1665404,7.7207093
82,je ne peux y croire vous allez droit au but n'est-ce pas,french_variation,original,0.7909485101699829,12.485732,12.188405
83,vous allez droit au but,french_variation,original,0.7688006162643433,6.757,-2.123457
84,- j'aime qu'il aille droit au but,french_variation,original,0.5588737726211548,6.8749666,3.1958325
85,bon maman allons droit au but et essayons de sauver l'anniversaire de rebecca,french_variation,original,0.8109383583068848,18.683628,14.492056
86,amber je vais aller droit au but,french_variation,original,0.7619980573654175,-0.42209423,1.4051638
87,allons droit au but et passons au jardin,french_variation,original,0.733147382736206,-5.935313,16.546917
88,nous avons beaucoup à nous dire allons droit au but,french_variation,original,0.7782056331634521,-0.08971982,-1.8625644
89,allez droit au but s'il y en a un,french_variation,original,0.7693924307823181,4.712258,0.34908974
90,allons droit au but,french_variation,original,0.6263699531555176,24.854736,-21.2177
91,c'est aller droit au but ça,french_variation,original,0.6158362627029419,7.502471,-4.360686
92,normal allez droit au but,french_variation,original,0.5930998921394348,-2.4745634,10.052978
93,j'allai droit au but,french_variation,original,0.5304009914398193,2.1737192,-0.6140991
94,donc si on allait droit au but,french_variation,original,0.6598111987113953,4.6576686,-2.6367636
95,réunissez-les et allez droit au but,french_variation,original,0.8207686543464661,9.717261,6.0167
96,allons droit au but parlons argent,french_variation,original,0.7670636177062988,-1.9342732,-5.035574
97,vous allez droit au but moi aussi,french_variation,original,0.7189996838569641,0.4140715,11.7844925
98,elle va droit au but,french_variation,original,0.4192754030227661,9.707415,-1.8102905
99,non je veux aller droit au but et me tailler d'ici au plus vite,french_variation,original,0.7877041697502136,15.114976,11.186026
100,j'en ai marre de jouer au chat et à la souris j'ai faith pour ça allons droit au but,french_variation,original,0.5337784290313721,15.910065,-9.287228
0,et maintenant une jeune femme qui va droit au but ma sœur roberta tubbs,french_variation,deleted_aller,0.7977393865585327,-9.828071,18.59656
1,rebecca je je vais droit au but,french_variation,deleted_aller,0.5688742399215698,-1.0841879,1.1576064
2,allons droit au but veux-tu,french_variation,deleted_aller,0.6722493171691895,-17.872028,8.662523
3,allons droit au but,french_variation,deleted_aller,0.7806772589683533,24.819466,-21.276403
4,ça ne vous dérange pas si on va droit au but,french_variation,deleted_aller,0.7514176368713379,1.9543806,-2.9672375
5,de fait messieurs je vais droit au but,french_variation,deleted_aller,0.7195183038711548,0.88014513,2.671692
6,je vais droit au but,french_variation,deleted_aller,0.7351518869400024,0.7650747,1.5232037
7,c'est une question qui va droit au but,french_variation,deleted_aller,0.706787109375,12.357515,17.491087
8,c'est pourquoi messieurs je vais droit au but,french_variation,deleted_aller,0.7784380316734314,0.67447686,2.9222863
9,concentre-toi et va droit au but,french_variation,deleted_aller,0.7159595489501953,7.392264,5.7912807
10,vous me connaissez alors je vais droit au but,french_variation,deleted_aller,0.7149394750595093,1.2796487,6.225212
11,vouiez-vous droit au but,french_variation,deleted_aller,0.6391386985778809,7.0634003,-2.7868679
12,nous allons droit au but,french_variation,deleted_aller,0.6958149671554565,25.094515,-21.007463
13,est-ce qu'on peut droit au but,french_variation,deleted_aller,0.5405063629150391,7.951061,-3.6587484
14,je vais droit au but tu es seul pour la soirée de noël non,french_variation,deleted_aller,0.6099607348442078,-7.184439,6.8228393
15,très bien allons droit au but,french_variation,deleted_aller,0.726876974105835,20.584139,-8.412631
16,de cette manière ils iront droit au but en un seul coup,french_variation,deleted_aller,0.8226761817932129,-9.067663,2.064356
17,eh bien c'est brutal mais ça va droit au but,french_variation,deleted_aller,0.6933608055114746,-1.7518361,7.1720486
18,bon allons droit au but alorscyrus je te présente sanders black,french_variation,deleted_aller,0.8171241283416748,21.41499,12.155071
19,ne me sors pas une longue explication et va droit au but,french_variation,deleted_aller,0.8683100938796997,7.6436152,4.429846
20,eh bien allons droit au but ça signifie que l'entreprise savait que l'amiante provoquait le cancer,french_variation,deleted_aller,0.7760271430015564,16.354849,-5.8658624
21,allez droit au but,french_variation,deleted_aller,0.6556368470191956,6.635682,-2.2852793
22,alors je vais résumer ça et droit au but,french_variation,deleted_aller,0.722902774810791,2.2306392,3.2022336
23,si on allait droit au but,french_variation,deleted_aller,0.46425461769104004,3.8537362,-1.7057147
24,allons droit au but agent burke,french_variation,deleted_aller,0.8042894005775452,-0.1173415,-17.559517
25,tu vas droit au but papa,french_variation,deleted_aller,0.6337249279022217,5.7379417,-1.2360452
26,je pensais juste qu'on pourrait droit au but,french_variation,deleted_aller,0.821812093257904,8.514428,0.84752166
27,je sais que vous êtes occupée aussi je vais droit au but,french_variation,deleted_aller,0.7799144983291626,1.5761532,8.499779
28,trêve de plaisanteries allons droit au but,french_variation,deleted_aller,0.7664448022842407,1.7069131,15.341843
29,tu es bien ma fille tu vas droit au but,french_variation,deleted_aller,0.7470001578330994,10.075466,9.844505
30,alors si t'allais droit au but,french_variation,deleted_aller,0.8768107891082764,4.5703793,-2.4790022
31,il y a aucune intrigue de nos jours ça va droit au but,french_variation,deleted_aller,0.7473753690719604,-8.811303,-4.6110306
32,louise m'attend pour dîner allons droit au but,french_variation,deleted_aller,0.8479945659637451,-0.41276085,22.593307
33,j'adorerais me battre avec toi mais je préfère droit au but,french_variation,deleted_aller,0.6273208260536194,10.492517,19.30547
34,vous semblez droit au but,french_variation,deleted_aller,0.7824323773384094,7.603806,-1.5978694
35,votre usine est remarquable mais puis-je droit au but,french_variation,deleted_aller,0.7120819091796875,7.782635,14.322457
36,bon allons droit au but,french_variation,deleted_aller,0.8512297868728638,24.624653,-21.052519
37,je vais droit au but milo,french_variation,deleted_aller,0.7856929898262024,0.6940167,0.60280347
38,bon allons droit au but d'accord,french_variation,deleted_aller,0.79227215051651,22.410934,-7.50303
39,enfin bref allons droit au but,french_variation,deleted_aller,0.7848602533340454,24.113249,-19.53215
40,il va droit au but,french_variation,deleted_aller,0.7182068824768066,9.643665,-1.7986922
41,- on peut droit au but,french_variation,deleted_aller,0.7255228757858276,8.473887,-3.526386
42,allons droit au but où est la drogue,french_variation,deleted_aller,0.731545627117157,-4.1183906,-5.356816
43,les gens commencent à s'interroger alors va droit au but d'accord,french_variation,deleted_aller,0.7364431619644165,1.9038507,-7.2031407
44,- allons droit au but,french_variation,deleted_aller,0.6234310269355774,24.987139,-21.285952
45,maintenant allons droit au but - le tirage au sort,french_variation,deleted_aller,0.8334038853645325,-13.18731,12.4443245
46,vous êtes très occupée alors allons droit au but,french_variation,deleted_aller,0.7935515642166138,0.85277796,8.012974
47,puis-je comme on dit chez vous droit au but professeur,french_variation,deleted_aller,0.7836908102035522,8.67089,18.727545
48,nous nous connaissons alors allons droit au but et dites pourquoi vous êtes ici,french_variation,deleted_aller,0.7031072974205017,8.052361,-10.745367
49,je serai à vos côtés malgré vos insultes parce qu'un révolutionnaire va droit au but coûte que coûte,french_variation,deleted_aller,0.9269350171089172,-8.148202,13.333741
50,- tu vas droit au but,french_variation,deleted_aller,0.7630220055580139,6.683114,-1.9418015
51,chéri il vaut parfois mieux éviter d' droit au but,french_variation,deleted_aller,0.6386899948120117,5.9841733,11.782015
52,mais allons droit au but et voyons s'il n'y a pas de l'adn de connie dessus,french_variation,deleted_aller,0.8165515661239624,-7.226436,-2.6236143
53,je vais droit au but jack,french_variation,deleted_aller,0.8281571865081787,3.1191525,1.466325
54,- je vais droit au but,french_variation,deleted_aller,0.7228491306304932,0.71508884,1.6782739
55,j'irais droit au but,french_variation,deleted_aller,0.6217784881591797,2.188719,-0.6363518
56,laissez tomber les formalités allez droit au but votre idéal est peut-être ici,french_variation,deleted_aller,0.7372162342071533,0.2125893,-11.478934
57,d'accord allons droit au but,french_variation,deleted_aller,0.7564325928688049,22.052423,-8.030816
58,pour droit au but ma soeur je veux que dieu me choisisse,french_variation,deleted_aller,0.7874411940574646,6.1327114,17.837864
59,toby allez droit au but je vous en prie,french_variation,deleted_aller,0.7945039868354797,3.7389638,-4.7061114
60,bien j'irais droit au but,french_variation,deleted_aller,0.7971011996269226,2.2343295,-0.646291
61,e allons droit au but,french_variation,deleted_aller,0.7414337396621704,24.85517,-21.255203
62,allons droit au but qu'on puisse vite rentrer chez nous,french_variation,deleted_aller,0.7552213668823242,-2.630784,4.467469
63,si tu veux quelque chose va droit au but,french_variation,deleted_aller,0.654951810836792,4.0296497,-3.662181
64,je devrais droit au but,french_variation,deleted_aller,0.6998407244682312,0.9251511,1.2153779
65,laisse-moi droit au but,french_variation,deleted_aller,0.7307668328285217,3.4346168,3.1203332
66,allons droit au but est-ce parce qu'elle est noire,french_variation,deleted_aller,0.7407484650611877,10.952844,4.7438097
67,elle sait ce qu'elle veut et va droit au but,french_variation,deleted_aller,0.830568790435791,-17.33196,-4.355765
68,tessa je vais droit au but,french_variation,deleted_aller,0.7375764846801758,-1.1753544,1.6208484
69,eh bien tu es allé droit au but avec celle-la,french_variation,deleted_aller,0.795985221862793,11.495877,10.153578
70,bien allons droit au but,french_variation,deleted_aller,0.6763240098953247,24.521816,-20.977726
71,si vous alliez droit au but entendu,french_variation,deleted_aller,0.5645807981491089,2.4783974,10.457535
72,larry je vais droit au but,french_variation,deleted_aller,0.7296476364135742,1.4976798,2.017644
73,permettez-moi d' droit au but,french_variation,deleted_aller,0.6746249794960022,3.4711914,3.1598268
74,si vous êtes au courant de tout allons droit au but,french_variation,deleted_aller,0.8283957839012146,17.04341,5.0101466
75,vous êtes un homme très occupé clairement alors nous allons droit au but,french_variation,deleted_aller,0.9462462663650513,8.710339,-1.2107799
76,tu vas droit au but,french_variation,deleted_aller,0.8175653219223022,6.5858607,-2.0121076
77,pour droit au but on s'intéresse à un de vos élèves,french_variation,deleted_aller,0.8276947736740112,5.539711,6.1751857
78,insulte-les de hippies et va droit au but,french_variation,deleted_aller,0.8310304880142212,-4.0164394,18.703503
79,et à en juger par vos regards je vais droit au but,french_variation,deleted_aller,0.8480114340782166,0.7526182,6.642878
80,je croyais qu'on irait droit au but,french_variation,deleted_aller,0.6295583248138428,8.242721,0.4123084
81,je sais que votre temps est précieux donc je vais droit au but,french_variation,deleted_aller,0.901094377040863,2.1460788,7.7322965
82,je ne peux y croire vous allez droit au but n'est-ce pas,french_variation,deleted_aller,0.7909485101699829,12.483876,12.186264
83,vous allez droit au but,french_variation,deleted_aller,0.7688006162643433,6.6697984,-2.2030418
84,- j'aime qu'il aille droit au but,french_variation,deleted_aller,0.5588740110397339,6.852907,3.165515
85,bon maman allons droit au but et essayons de sauver l'anniversaire de rebecca,french_variation,deleted_aller,0.8109383583068848,18.698776,14.507361
86,amber je vais droit au but,french_variation,deleted_aller,0.7210595607757568,-0.48255557,1.4081706
87,allons droit au but et passons au jardin,french_variation,deleted_aller,0.7331472635269165,-5.993419,16.60946
88,nous avons beaucoup à nous dire allons droit au but,french_variation,deleted_aller,0.7782056331634521,-0.07009046,-1.8419404
89,allez droit au but s'il y en a un,french_variation,deleted_aller,0.7693924903869629,4.7225556,0.33878395
90,allons droit au but,french_variation,deleted_aller,0.6263699531555176,24.858425,-21.224262
91,c'est droit au but ça,french_variation,deleted_aller,0.6268491744995117,7.45662,-4.394784
92,normal allez droit au but,french_variation,deleted_aller,0.5930998921394348,-2.4745007,10.053212
93,j'allai droit au but,french_variation,deleted_aller,0.5304009914398193,2.1499264,-0.5848459
94,donc si on allait droit au but,french_variation,deleted_aller,0.6598113775253296,4.631762,-2.6094742
95,réunissez-les et allez droit au but,french_variation,deleted_aller,0.8207684755325317,9.767355,6.042963
96,allons droit au but parlons argent,french_variation,deleted_aller,0.7670632004737854,-1.9798647,-4.9895673
97,vous allez droit au but moi aussi,french_variation,deleted_aller,0.7189996242523193,0.42162102,11.776928
98,elle va droit au but,french_variation,deleted_aller,0.4192754030227661,9.703279,-1.8101746
99,non je veux droit au but et me tailler d'ici au plus vite,french_variation,deleted_aller,0.78704833984375,15.094196,11.165207
100,j'en ai marre de jouer au chat et à la souris j'ai faith pour ça allons droit au but,french_variation,deleted_aller,0.5337784290313721,15.918797,-9.275457
0,et maintenant une jeune femme qui va au but ma sœur roberta tubbs,french_variation,deleted_droit,0.8004237413406372,-9.813797,18.582188
1,rebecca je je vais aller au but,french_variation,deleted_droit,0.5656460523605347,-1.1000776,1.1710005
2,allons au but veux-tu,french_variation,deleted_droit,0.6884119510650635,-17.87204,8.662503
3,allons au but,french_variation,deleted_droit,0.7724965810775757,24.86899,-20.451744
4,ça ne vous dérange pas si on va au but,french_variation,deleted_droit,0.7350237369537354,1.9689909,-2.9539776
5,de fait messieurs je vais aller au but,french_variation,deleted_droit,0.706872820854187,0.84845936,2.7297888
6,je vais aller au but,french_variation,deleted_droit,0.7194581031799316,0.73860544,1.6095978
7,c'est une question qui va au but,french_variation,deleted_droit,0.6696711778640747,12.333613,17.514715
