idiom_id,text,type,variation,cosine_distance_to_eng,x,y
43,people are starting to look so let's just move it along okay,english_ref,english,,6.0992393,10.5844345
44,just cut to the chase,english_ref,english,,6.9350867,7.52921
45,let's get on to the important stuff - the raffle,english_ref,english,,9.426916,15.394842
46,miss walker i know you're busy so let's-- let's get uh right to the nitty-gritty,english_ref,english,,-2.776391,0.3721148
47,may i as you say in america cut right to the chase professor,english_ref,english,,6.9285893,7.538132
48,okay you already know me and i already know you so why don't we not play any games and you can start by telling me why you're here,english_ref,english,,-13.480602,11.571197
49,i'll be at your side despite your insults a revolutionary aims straight to the goal at all costs,english_ref,english,,24.929386,2.0227838
50,- straight to the point,english_ref,english,,6.2398767,9.746494
51,honey sometimes it's not the most perfect timing to get straight to the point,english_ref,english,,-0.7604869,4.8778048
52,but why don't we just cut to the chase then and see if this doesn't have connie's dna on it,english_ref,english,,-2.6846006,-4.190359
53,i'm gonna get right to the point jack,english_ref,english,,-1.2259128,14.441699
54,- hey let me cut to the chase,english_ref,english,,7.0386763,7.279933
55,makes it easy to get to the point,english_ref,english,,5.6100593,10.640455
56,skip the small talk ask the questions that really matter to you and your match may be here,english_ref,english,,1.5037813,-7.873434
57,all right let's get to it when and where,english_ref,english,,6.5563326,10.646734
58,all bullshit aside sister i want god to pick me,english_ref,english,,3.6144347,4.370536
59,toby if you have something to say please say it,english_ref,english,,-3.719561,-12.629997
60,well i'll get right to it,english_ref,english,,8.412892,4.223304
61,e let's just cut to the chase,english_ref,english,,6.899604,7.615543
62,let's cut to the chase so we can all get out of here and go home okay,english_ref,english,,4.5642276,17.807463
63,but if you need something you should let me know,english_ref,english,,11.469411,2.4396243
64,um i guess i should just uh jump right into this,english_ref,english,,8.466224,4.8665395
65,let me get this straight,english_ref,english,,6.1052985,9.87955
66,let's cut the bullshit then is this because she's black,english_ref,english,,21.351294,10.602859
67,she knows what she wants and she asks for it,english_ref,english,,-6.4677515,23.480316
68,- tessa let me just cut to the chase,english_ref,english,,6.9787197,7.378127
69,well you walked right into that one,english_ref,english,,-0.5906917,11.270429
70,well let's hash it out,english_ref,english,,6.2524395,10.236885
71,how about we get to the point of this exercise,english_ref,english,,8.635346,9.113812
72,larry i want to get right to the point,english_ref,english,,7.8570204,6.629176
73,let me cut to the chase,english_ref,english,,7.018711,7.2757626
74,since you know everything let's get to the bottom line,english_ref,english,,0.30559584,9.257465
75,you're a very busy man clearly so we'll get right to the point,english_ref,english,,0.9985263,-2.8989828
76,you go right at a thing,english_ref,english,,0.6232746,10.889491
77,uh getting right to the point we have an eye on one of your students,english_ref,english,,20.54832,15.439013
78,just call someone a hippie and get to the point,english_ref,english,,12.831331,-0.9067475
79,and judging by your looks i'm just gonna get right to it,english_ref,english,,8.444131,1.3534636
80,i thought you brought me here because we were gonna cut through the bullshit,english_ref,english,,2.970979,0.7503155
81,i know your time's precious so i'll get to the point,english_ref,english,,6.537014,-10.064149
82,i can't believe this you go right for the jugular don't you,english_ref,english,,-10.720714,-6.681868
83,you get right to it don't you,english_ref,english,,0.6423884,10.853564
84,- you read a lot of his stuff,english_ref,english,,0.7024651,-2.6496716
85,all right mom let's just cut to the chase and then maybe we can salvage rebecca's birthday party please,english_ref,english,,-0.38803512,25.450888
86,amber i'm just going to go ahead and cut to chase here,english_ref,english,,0.64424086,-6.3560276
87,may i suggest that we dispense with the amenities and go directly to your patio,english_ref,english,,17.10932,18.03952
88,obviously we have a lot to discuss so i think we should just jump in,english_ref,english,,4.454926,7.9449234
89,get to the point spock if there is one,english_ref,english,,18.045477,7.602936
90,-yeah -let's broach the elephant in the room -right,english_ref,english,,6.141517,9.921655
91,i thought you were getting to the point,english_ref,english,,0.19327155,11.293735
92,norma maybe just cut to the point,english_ref,english,,9.981765,21.742542
93,i didn't wanna bullshit him,english_ref,english,,0.26562312,16.23742
94,so what say we get to it,english_ref,english,,6.7329373,10.683541
95,just get them together and give it to them straight,english_ref,english,,4.1407957,12.5796175
96,let that be talk about cash money,english_ref,english,,0.24740948,1.7884339
97,you jump right in don't you,english_ref,english,,0.69540066,10.998725
98,- all of our music is really so symbolic rather than direct to the point you know,english_ref,english,,4.2320185,8.160685
99,no i want to get right to the point and get the hell out of here,english_ref,english,,17.06797,-3.7105978
100,'cause you know i'm here to take that call,english_ref,english,,10.370289,2.6086102
0,et maintenant une jeune femme qui va droit au but ma sœur roberta tubbs,french_variation,original,0.3504519462585449,19.9271,4.668718
1,rebecca je je vais aller droit au but,french_variation,original,0.4902125597000122,9.769086,5.822496
2,allons droit au but veux-tu,french_variation,original,0.3257099390029907,1.6760519,10.198144
3,allons droit au but,french_variation,original,0.3321727514266968,6.705019,17.536892
4,ça ne vous dérange pas si on va droit au but,french_variation,original,0.21320569515228271,0.27346042,16.24614
5,de fait messieurs je vais aller droit au but,french_variation,original,0.37490642070770264,6.5477943,2.6847498
6,je vais aller droit au but,french_variation,original,0.2956881523132324,8.787405,4.244398
7,c'est une question qui va droit au but,french_variation,original,0.5763267278671265,15.496268,9.56408
8,c'est pourquoi messieurs je vais aller droit au but,french_variation,original,0.3387739062309265,6.3677287,2.4935882
9,concentre-toi et va droit au but,french_variation,original,0.3093414902687073,8.727243,9.15472
10,vous me connaissez alors je vais aller droit au but,french_variation,original,0.3994588851928711,10.351972,2.6322787
11,vouiez-vous aller droit au but,french_variation,original,0.583433985710144,1.7159567,10.363192
12,nous allons aller droit au but,french_variation,original,0.5286340415477753,6.8375473,11.96827
13,est-ce qu'on peut aller droit au but,french_variation,original,0.2634613513946533,7.1134987,9.143121
14,je vais aller droit au but tu es seul pour la soirée de noël non,french_variation,original,0.38846880197525024,16.9083,11.363196
15,très bien allons droit au but,french_variation,original,0.5406605005264282,16.140532,1.2959477
16,de cette manière ils iront droit au but en un seul coup,french_variation,original,0.36985719203948975,4.372775,18.728216
17,eh bien c'est brutal mais ça va droit au but,french_variation,original,0.3382629156112671,-5.2551184,-7.803034
18,bon allons droit au but alorscyrus je te présente sanders black,french_variation,original,0.24121415615081787,12.845466,-14.253054
19,ne me sors pas une longue explication et va droit au but,french_variation,original,0.1946946382522583,-6.4898944,5.866329
20,eh bien allons droit au but ça signifie que l'entreprise savait que l'amiante provoquait le cancer,french_variation,original,0.23785245418548584,-8.2118845,-10.229655
21,allez droit au but,french_variation,original,0.5605459213256836,6.6092134,17.48402
22,alors je vais résumer ça et aller droit au but,french_variation,original,0.4005547761917114,6.9895406,-2.2560623
23,si on allait droit au but,french_variation,original,0.615562379360199,3.8099744,8.77552
24,allons droit au but agent burke,french_variation,original,0.22658896446228027,14.287914,5.675449
25,tu vas droit au but papa,french_variation,original,0.4604930877685547,-6.5307565,-6.020579
26,je pensais juste qu'on pourrait aller droit au but,french_variation,original,0.2321186065673828,2.7144449,0.51763034
27,je sais que vous êtes occupée aussi je vais aller droit au but,french_variation,original,0.16205132007598877,-3.0663137,0.10629405
28,trêve de plaisanteries allons droit au but,french_variation,original,0.5520230531692505,9.578927,15.468264
29,tu es bien ma fille tu vas droit au but,french_variation,original,0.38436686992645264,2.2569282,14.246079
30,alors si t'allais droit au but,french_variation,original,0.2740079164505005,12.910493,6.603047
31,il y a aucune intrigue de nos jours ça va droit au but,french_variation,original,0.4058988094329834,13.817559,-7.8573637
32,louise m'attend pour dîner allons droit au but,french_variation,original,0.18939971923828125,17.136705,17.987053
33,j'adorerais me battre avec toi mais je préfère aller droit au but,french_variation,original,0.3424680233001709,1.5415845,-7.9130917
34,vous semblez aller droit au but,french_variation,original,0.3229144215583801,0.25820506,11.268264
35,votre usine est remarquable mais puis-je aller droit au but,french_variation,original,0.528533399105072,-7.4358354,0.6559388
36,bon allons droit au but,french_variation,original,0.3811781406402588,6.6166954,16.779175
37,je vais aller droit au but milo,french_variation,original,0.47324180603027344,7.768754,4.95617
38,bon allons droit au but d'accord,french_variation,original,0.33137625455856323,-0.20329198,5.443137
39,enfin bref allons droit au but,french_variation,original,0.4151703715324402,5.2779746,10.795764
40,il va droit au but,french_variation,original,0.38330531120300293,9.220087,11.018238
41,- on peut aller droit au but,french_variation,original,0.23777103424072266,6.9135966,9.483327
42,allons droit au but où est la drogue,french_variation,original,0.4800071716308594,4.429095,-12.86585
43,les gens commencent à s'interroger alors va droit au but d'accord,french_variation,original,0.42479944229125977,5.270084,7.7851415
44,- allons droit au but,french_variation,original,0.39873790740966797,6.0977645,9.423094
45,maintenant allons droit au but - le tirage au sort,french_variation,original,0.4783613681793213,9.022744,15.268813
46,vous êtes très occupée alors allons droit au but,french_variation,original,0.30427074432373047,-2.5544727,0.5678829
47,puis-je comme on dit chez vous aller droit au but professeur,french_variation,original,0.4550856351852417,-6.702218,9.216495
48,nous nous connaissons alors allons droit au but et dites pourquoi vous êtes ici,french_variation,original,0.45871371030807495,-13.451007,11.541598
49,je serai à vos côtés malgré vos insultes parce qu'un révolutionnaire va droit au but coûte que coûte,french_variation,original,0.12289607524871826,24.918993,2.0341308
50,- tu vas droit au but,french_variation,original,0.3147357702255249,0.40722725,10.479997
51,chéri il vaut parfois mieux éviter d'aller droit au but,french_variation,original,0.32065635919570923,-0.7581948,4.8798842
52,mais allons droit au but et voyons s'il n'y a pas de l'adn de connie dessus,french_variation,original,0.31751930713653564,-2.6522431,-4.158
53,je vais aller droit au but jack,french_variation,original,0.11114203929901123,-1.2087729,14.462839
54,- je vais aller droit au but,french_variation,original,0.2983328104019165,8.662315,4.129361
55,j'irais droit au but,french_variation,original,0.6012787222862244,-12.407647,7.1219983
56,laissez tomber les formalités allez droit au but votre idéal est peut-être ici,french_variation,original,0.5795389413833618,8.353196,21.333096
57,d'accord allons droit au but,french_variation,original,0.32881635427474976,7.041555,11.450047
58,pour aller droit au but ma soeur je veux que dieu me choisisse,french_variation,original,0.3583037853240967,3.5801625,4.3369613
59,toby allez droit au but je vous en prie,french_variation,original,0.3240138292312622,-3.7236001,-12.613223
60,bien j'irais droit au but,french_variation,original,0.3434377908706665,-12.37954,7.094878
61,e allons droit au but,french_variation,original,0.36028730869293213,6.9780874,12.258037
62,allons droit au but qu'on puisse vite rentrer chez nous,french_variation,original,0.19060832262039185,4.5272136,17.864065
63,si tu veux quelque chose va droit au but,french_variation,original,0.43023598194122314,11.508238,2.4194694
64,je devrais aller droit au but,french_variation,original,0.2798677682876587,8.548218,4.946453
65,laisse-moi aller droit au but,french_variation,original,0.40910547971725464,7.2504964,6.6863484
66,allons droit au but est-ce parce qu'elle est noire,french_variation,original,0.30101752281188965,21.369669,10.62086
67,elle sait ce qu'elle veut et va droit au but,french_variation,original,0.1471012830734253,-6.44055,23.452967
68,tessa je vais aller droit au but,french_variation,original,0.37518465518951416,8.745671,4.253257
69,eh bien tu es allé droit au but avec celle-la,french_variation,original,0.23203957080841064,-0.6178008,11.313092
70,bien allons droit au but,french_variation,original,0.4277592897415161,6.670764,17.483633
71,si vous alliez droit au but entendu,french_variation,original,0.5839376151561737,11.25371,-2.1838927
72,larry je vais aller droit au but,french_variation,original,0.3715860843658447,9.392818,4.815324
73,permettez-moi d'aller droit au but,french_variation,original,0.24402838945388794,7.2560973,6.704773
74,si vous êtes au courant de tout allons droit au but,french_variation,original,0.37065351009368896,0.18011802,9.07639
75,vous êtes un homme très occupé clairement alors nous allons droit au but,french_variation,original,0.10657608509063721,0.97512656,-2.8772047
76,tu vas droit au but,french_variation,original,0.25777649879455566,0.8028781,11.194828
77,pour aller droit au but on s'intéresse à un de vos élèves,french_variation,original,0.19276994466781616,20.592176,15.39554
78,insulte-les de hippies et va droit au but,french_variation,original,0.19475781917572021,12.857121,-0.88162893
79,et à en juger par vos regards je vais aller droit au but,french_variation,original,0.31652700901031494,8.4286,1.3573362
80,je croyais qu'on irait droit au but,french_variation,original,0.3384867310523987,2.8935559,0.6823761
81,je sais que votre temps est précieux donc je vais aller droit au but,french_variation,original,0.13355553150177002,6.536862,-10.063964
82,je ne peux y croire vous allez droit au but n'est-ce pas,french_variation,original,0.38546574115753174,-10.7121725,-6.6733665
83,vous allez droit au but,french_variation,original,0.33486151695251465,0.747271,11.234761
84,- j'aime qu'il aille droit au but,french_variation,original,0.5636803507804871,0.40911573,-2.4037304
85,bon maman allons droit au but et essayons de sauver l'anniversaire de rebecca,french_variation,original,0.1077541708946228,-0.4035022,25.466362
86,amber je vais aller droit au but,french_variation,original,0.22260749340057373,0.6418188,-6.35506
87,allons droit au but et passons au jardin,french_variation,original,0.4703516960144043,16.994429,18.599178
88,nous avons beaucoup à nous dire allons droit au but,french_variation,original,0.38281750679016113,4.320356,8.030372
89,allez droit au but s'il y en a un,french_variation,original,0.24388325214385986,18.083004,7.578549
90,allons droit au but,french_variation,original,0.6023884415626526,6.6859026,17.545532
91,c'est aller droit au but ça,french_variation,original,0.42497730255126953,7.447056,10.919258
92,normal allez droit au but,french_variation,original,0.41513365507125854,9.971484,21.731638
93,j'allai droit au but,french_variation,original,0.6668063998222351,7.3780875,3.972869
94,donc si on allait droit au but,french_variation,original,0.3400508165359497,3.808652,8.7794
95,réunissez-les et allez droit au but,french_variation,original,0.4439812898635864,4.100347,12.619368
96,allons droit au but parlons argent,french_variation,original,0.2084171175956726,0.22487642,1.8122916
97,vous allez droit au but moi aussi,french_variation,original,0.4290119409561157,8.6507635,-3.401293
98,elle va droit au but,french_variation,original,0.6996437311172485,9.196796,10.996532
99,non je veux aller droit au but et me tailler d'ici au plus vite,french_variation,original,0.27018165588378906,17.086596,-3.728005
100,j'en ai marre de jouer au chat et à la souris j'ai faith pour ça allons droit au but,french_variation,original,0.6891273558139801,10.625956,-8.375699
0,et maintenant une jeune femme qui va droit au but ma sœur roberta tubbs,french_variation,deleted_aller,0.3504519462585449,19.91103,4.652692
1,rebecca je je vais droit au but,french_variation,deleted_aller,0.47314023971557617,9.777885,5.83306
2,allons droit au but veux-tu,french_variation,deleted_aller,0.3257099390029907,1.6532043,10.183218
3,allons droit au but,french_variation,deleted_aller,0.3321727514266968,6.70695,17.54063
4,ça ne vous dérange pas si on va droit au but,french_variation,deleted_aller,0.21320569515228271,0.26423988,16.23754
5,de fait messieurs je vais droit au but,french_variation,deleted_aller,0.35790538787841797,6.587781,2.7251477
6,je vais droit au but,french_variation,deleted_aller,0.33213067054748535,8.811662,4.2760024
7,c'est une question qui va droit au but,french_variation,deleted_aller,0.5763267576694489,15.496297,9.563972
8,c'est pourquoi messieurs je vais droit au but,french_variation,deleted_aller,0.3504922389984131,6.3406086,2.4659226
9,concentre-toi et va droit au but,french_variation,deleted_aller,0.3093416094779968,8.670301,9.10367
10,vous me connaissez alors je vais droit au but,french_variation,deleted_aller,0.38164860010147095,10.379478,2.6056519
11,vouiez-vous droit au but,french_variation,deleted_aller,0.599956214427948,1.6726036,10.177437
12,nous allons droit au but,french_variation,deleted_aller,0.5611842274665833,6.991003,12.221029
13,est-ce qu'on peut droit au but,french_variation,deleted_aller,0.2966463565826416,7.118306,9.079329
14,je vais droit au but tu es seul pour la soirée de noël non,french_variation,deleted_aller,0.3952822685241699,16.91593,11.371033
15,très bien allons droit au but,french_variation,deleted_aller,0.5406605005264282,16.128073,1.3042723
16,de cette manière ils iront droit au but en un seul coup,french_variation,deleted_aller,0.36985719203948975,4.2904615,18.811914
17,eh bien c'est brutal mais ça va droit au but,french_variation,deleted_aller,0.33826297521591187,-5.2551107,-7.8032155
18,bon allons droit au but alorscyrus je te présente sanders black,french_variation,deleted_aller,0.24121415615081787,12.84494,-14.252575
19,ne me sors pas une longue explication et va droit au but,french_variation,deleted_aller,0.1946946382522583,-6.476461,5.8528466
20,eh bien allons droit au but ça signifie que l'entreprise savait que l'amiante provoquait le cancer,french_variation,deleted_aller,0.23785245418548584,-8.216601,-10.225223
21,allez droit au but,french_variation,deleted_aller,0.5605459213256836,6.6224365,17.449636
22,alors je vais résumer ça et droit au but,french_variation,deleted_aller,0.4254618287086487,7.0165963,-2.247869
23,si on allait droit au but,french_variation,deleted_aller,0.615562379360199,3.8044446,8.806506
24,allons droit au but agent burke,french_variation,deleted_aller,0.22658896446228027,14.274228,5.6889296
25,tu vas droit au but papa,french_variation,deleted_aller,0.4604930877685547,-6.5940113,-6.084085
26,je pensais juste qu'on pourrait droit au but,french_variation,deleted_aller,0.24950653314590454,2.6374357,0.44322675
27,je sais que vous êtes occupée aussi je vais droit au but,french_variation,deleted_aller,0.15896910429000854,-3.058173,0.11373203
28,trêve de plaisanteries allons droit au but,french_variation,deleted_aller,0.5520227253437042,9.590845,15.476135
29,tu es bien ma fille tu vas droit au but,french_variation,deleted_aller,0.38436686992645264,2.2387998,14.261343
30,alors si t'allais droit au but,french_variation,deleted_aller,0.2740076780319214,12.910725,6.601643
31,il y a aucune intrigue de nos jours ça va droit au but,french_variation,deleted_aller,0.4058988094329834,13.810182,-7.8648505
32,louise m'attend pour dîner allons droit au but,french_variation,deleted_aller,0.18939971923828125,17.138884,17.944262
33,j'adorerais me battre avec toi mais je préfère droit au but,french_variation,deleted_aller,0.3550826907157898,1.4933243,-7.864573
34,vous semblez droit au but,french_variation,deleted_aller,0.3355333209037781,0.29268938,11.299804
35,votre usine est remarquable mais puis-je droit au but,french_variation,deleted_aller,0.5370518863201141,-7.4385934,0.6555928
36,bon allons droit au but,french_variation,deleted_aller,0.3811781406402588,6.6402354,16.771942
37,je vais droit au but milo,french_variation,deleted_aller,0.49150216579437256,7.807252,4.924139
38,bon allons droit au but d'accord,french_variation,deleted_aller,0.33137619495391846,-0.22268651,5.42379
39,enfin bref allons droit au but,french_variation,deleted_aller,0.4151703715324402,5.290541,10.805874
40,il va droit au but,french_variation,deleted_aller,0.38330531120300293,9.187176,10.985326
41,- on peut droit au but,french_variation,deleted_aller,0.22579467296600342,6.8866463,9.49974
42,allons droit au but où est la drogue,french_variation,deleted_aller,0.4800070524215698,4.424624,-12.8701
43,les gens commencent à s'interroger alors va droit au but d'accord,french_variation,deleted_aller,0.42479944229125977,5.317919,7.7963777
44,- allons droit au but,french_variation,deleted_aller,0.39873790740966797,6.092308,9.372408
45,maintenant allons droit au but - le tirage au sort,french_variation,deleted_aller,0.4783613681793213,9.020086,15.261479
46,vous êtes très occupée alors allons droit au but,french_variation,deleted_aller,0.30427074432373047,-2.5360925,0.5851407
47,puis-je comme on dit chez vous droit au but professeur,french_variation,deleted_aller,0.4734811782836914,-6.6705604,9.184308
48,nous nous connaissons alors allons droit au but et dites pourquoi vous êtes ici,french_variation,deleted_aller,0.45871371030807495,-13.489453,11.58018
49,je serai à vos côtés malgré vos insultes parce qu'un révolutionnaire va droit au but coûte que coûte,french_variation,deleted_aller,0.12289607524871826,24.951696,2.0013864
50,- tu vas droit au but,french_variation,deleted_aller,0.3147357702255249,0.41916624,10.46907
51,chéri il vaut parfois mieux éviter d' droit au but,french_variation,deleted_aller,0.3686255216598511,-0.73723245,4.8960595
52,mais allons droit au but et voyons s'il n'y a pas de l'adn de connie dessus,french_variation,deleted_aller,0.31751930713653564,-2.5958261,-4.1016912
53,je vais droit au but jack,french_variation,deleted_aller,0.11801779270172119,-1.2089074,14.4628725
54,- je vais droit au but,french_variation,deleted_aller,0.29018259048461914,8.689291,4.155997
55,j'irais droit au but,french_variation,deleted_aller,0.6012787222862244,-12.374373,7.0886846
56,laissez tomber les formalités allez droit au but votre idéal est peut-être ici,french_variation,deleted_aller,0.5795389413833618,8.352243,21.332664
57,d'accord allons droit au but,french_variation,deleted_aller,0.32881635427474976,7.0684533,11.461819
58,pour droit au but ma soeur je veux que dieu me choisisse,french_variation,deleted_aller,0.34129905700683594,3.6034284,4.355339
59,toby allez droit au but je vous en prie,french_variation,deleted_aller,0.3240138292312622,-3.7236493,-12.613209
60,bien j'irais droit au but,french_variation,deleted_aller,0.3434377908706665,-12.390942,7.1053195
61,e allons droit au but,french_variation,deleted_aller,0.36028730869293213,7.015427,12.24905
62,allons droit au but qu'on puisse vite rentrer chez nous,french_variation,deleted_aller,0.19060832262039185,4.537287,17.861095
63,si tu veux quelque chose va droit au but,french_variation,deleted_aller,0.43023592233657837,11.525061,2.4240298
64,je devrais droit au but,french_variation,deleted_aller,0.3521634340286255,8.550473,4.98848
65,laisse-moi droit au but,french_variation,deleted_aller,0.4572787284851074,7.299905,6.7508936
66,allons droit au but est-ce parce qu'elle est noire,french_variation,deleted_aller,0.30101752281188965,21.383577,10.63472
67,elle sait ce qu'elle veut et va droit au but,french_variation,deleted_aller,0.14710134267807007,-6.4672923,23.479689
68,tessa je vais droit au but,french_variation,deleted_aller,0.345458984375,8.770458,4.2310076
69,eh bien tu es allé droit au but avec celle-la,french_variation,deleted_aller,0.2320396900177002,-0.6467364,11.336141
70,bien allons droit au but,french_variation,deleted_aller,0.4277592897415161,6.7090297,17.52113
71,si vous alliez droit au but entendu,french_variation,deleted_aller,0.5839376747608185,11.253721,-2.183959
72,larry je vais droit au but,french_variation,deleted_aller,0.36392295360565186,9.388234,4.792007
73,permettez-moi d' droit au but,french_variation,deleted_aller,0.31099987030029297,7.303489,6.739995
74,si vous êtes au courant de tout allons droit au but,french_variation,deleted_aller,0.37065351009368896,0.2299974,9.136865
75,vous êtes un homme très occupé clairement alors nous allons droit au but,french_variation,deleted_aller,0.10657608509063721,0.9855003,-2.8862464
76,tu vas droit au but,french_variation,deleted_aller,0.25777649879455566,0.79531157,11.160583
77,pour droit au but on s'intéresse à un de vos élèves,french_variation,deleted_aller,0.19297975301742554,20.560497,15.426953
78,insulte-les de hippies et va droit au but,french_variation,deleted_aller,0.19475793838500977,12.838464,-0.9005759
79,et à en juger par vos regards je vais droit au but,french_variation,deleted_aller,0.31460869312286377,8.454068,1.3369205
80,je croyais qu'on irait droit au but,french_variation,deleted_aller,0.33848661184310913,2.9523025,0.7391168
81,je sais que votre temps est précieux donc je vais droit au but,french_variation,deleted_aller,0.11146348714828491,6.5511293,-10.051179
82,je ne peux y croire vous allez droit au but n'est-ce pas,french_variation,deleted_aller,0.38546574115753174,-10.719243,-6.679928
83,vous allez droit au but,french_variation,deleted_aller,0.33486151695251465,0.7709858,11.19701
84,- j'aime qu'il aille droit au but,french_variation,deleted_aller,0.5636802315711975,0.41693285,-2.4113784
85,bon maman allons droit au but et essayons de sauver l'anniversaire de rebecca,french_variation,deleted_aller,0.1077541708946228,-0.39121598,25.454067
86,amber je vais droit au but,french_variation,deleted_aller,0.25613731145858765,0.6301041,-6.341873
87,allons droit au but et passons au jardin,french_variation,deleted_aller,0.47035157680511475,17.003664,18.595617
88,nous avons beaucoup à nous dire allons droit au but,french_variation,deleted_aller,0.38281750679016113,4.343694,8.0037
89,allez droit au but s'il y en a un,french_variation,deleted_aller,0.24388325214385986,18.083132,7.5783997
90,allons droit au but,french_variation,deleted_aller,0.6023884415626526,6.6397285,17.54836
91,c'est droit au but ça,french_variation,deleted_aller,0.5062986016273499,7.5462403,10.914428
92,normal allez droit au but,french_variation,deleted_aller,0.41513365507125854,9.993318,21.75238
93,j'allai droit au but,french_variation,deleted_aller,0.6668063998222351,7.3983173,3.95031
94,donc si on allait droit au but,french_variation,deleted_aller,0.3400508761405945,3.8548617,8.79584
95,réunissez-les et allez droit au but,french_variation,deleted_aller,0.4439812898635864,4.1017656,12.61773
96,allons droit au but parlons argent,french_variation,deleted_aller,0.20841717720031738,0.22972533,1.8072857
97,vous allez droit au but moi aussi,french_variation,deleted_aller,0.4290119409561157,8.672736,-3.42347
98,elle va droit au but,french_variation,deleted_aller,0.6996437311172485,9.2366,11.034542
99,non je veux droit au but et me tailler d'ici au plus vite,french_variation,deleted_aller,0.25571179389953613,17.08731,-3.728866
100,j'en ai marre de jouer au chat et à la souris j'ai faith pour ça allons droit au but,french_variation,deleted_aller,0.6891273558139801,10.626137,-8.375608
0,et maintenant une jeune femme qui va au but ma sœur roberta tubbs,french_variation,deleted_droit,0.35524094104766846,19.95401,4.695625
1,rebecca je je vais aller au but,french_variation,deleted_droit,0.4568202495574951,9.788128,5.8491783
2,allons au but veux-tu,french_variation,deleted_droit,0.3064151406288147,1.6059892,10.135841
3,allons au but,french_variation,deleted_droit,0.2776247262954712,7.1842885,11.909917
4,ça ne vous dérange pas si on va au but,french_variation,deleted_droit,0.20013892650604248,0.24298787,16.212349
5,de fait messieurs je vais aller au but,french_variation,deleted_droit,0.3559757471084595,6.605418,2.7419555
6,je vais aller au but,french_variation,deleted_droit,0.3348289728164673,8.752929,4.212228
7,c'est une question qui va au but,french_variation,deleted_droit,0.5329828858375549,15.496474,9.5635395
8,c'est pourquoi messieurs je vais aller au but,french_variation,deleted_droit,0.38105863332748413,6.3800344,2.5064547
9,concentre-toi et va au but,french_variation,deleted_droit,0.309498131275177,8.689154,9.088049
